content,name
"好不容易弄到的，因为这在当时是很敏感的案件，明天去找他们吗？,朴信慧：是。,代我问个好，告诉他们有空的时候来玩，他们应该不会再来这里吧。,朴信慧：谢谢，爸爸。,天灵灵，地灵灵，星星月亮。,童子仙光临了啊，您看到什么了呀。,姐姐你眉间宽，所有会有很多兄弟姐妹。,可我是独生女。,所以姐姐这样的人就叫贪心鬼，姐姐是想独占父母的爱，才生在无姐妹兄弟的家，你肯定很孤单吧。,倒是不怎么孤单啊。,你现在交往的那个男的，是个坏蛋，分手吧。必须得跟那个臭男人分手。,我没有男朋友。,不是叫你上午不要安排事情嘛，坏哥哥。,怎么了怎么了，来来，真乖，喝这个。,申奉仙：爸，钱。,喂，我说你，爸爸工作的时候叫你不要随便进来嘛，能不能让我省点心。,原来你就是奉仙啊。,申奉仙：切，说什么呢。,你认识我们大姐大吗？,当然，还很了解呢，申奉仙。,你谁啊，啊。,贪心是罪恶的根源，罪恶导致了死亡，阿门。,信徒（合）：阿门。,伟大的上帝。,伟大的上帝。,干嘛来这呢。,干嘛来这呢。,艺胜。,耶稣，艺胜是谁啊。,每次都是站在法官大人前面，这次坐在这里反而紧张了。,原来你也这样啊。,我说，又没犯罪，我怎么这么紧张啊。,兄弟们，忘掉灰暗的过去吧，阿门。,阿门。,吓我一跳，科长，哦不，所长，您好。,大家还是老样子啊。,现在开始进行，司法研修院,期，模拟国民参与审判，检察官，请陈述辩词。,被告李龙九引诱并强奸未成年的崔智英，用砖头残忍地砸死了反抗的受害者，当时国家尸检科资料里，都有明确的记录，因此本案丝毫没有再审价值，陈述完毕。,被告方反驳。,检察官说的确凿的证据和陈述，才是此案最大的错误所在。,法官大人，被告律师正在藐视法庭。,你说是错误吗？,是的，现在担任此案裁决的检察官，不是负责此案调查的检察官，此案不同于其他案件，应该重新调查当时的情况，而不是仅仅依据当时警察编造的事件记录和伪造的自白书。但检察官仍旧在误导大家。,那这位辩护人，您是当时为被告辩护的律师吗，是吗？,不是。,陈述完毕。,但是我当时，我当时在场，这一点是毋庸置疑的。",韩国电影《七号房的礼物》台词剧本整理
"董建春：谢谢各位。,李丁：嗯。,董建春：我叫董建春。,李丁：啊！,董建春：他叫李丁。,李丁：是。,董建春：这是我的搭档。,李丁：多好啊！,董建春：你有病吧，你噎着了是怎么着啊？,李丁：你不让我嗯啊这是嘛！,董建春：你见过哪个捧哏演员这么说话啊？,李丁：人跟人还不一样呢！,董建春：哦也对，每对演员和每对演员的表演风格确实不太一样。,李丁：就是的。,董建春：我这个搭档李丁，他的表演风格就就比较迥异。,李丁：嗯？,董建春：观众对他可能不是很熟悉。,李丁：根本就没人认识。,董建春：我这不捧着你说呢吗。,李丁：我说的也是实情反正。,董建春：大伙也都是爱听相声。,李丁：对。,董建春：常听相声。,李丁：是。,董建春：相声这种表演方式喜闻乐见。,李丁：没错。,董建春：但是呢，话又说回来。,李丁：两头说。,董建春：很多相声表演的形式啊，过于的,...,李丁：有局限性。,董建春：对，传统相声观众们听得比较,...,李丁：多。,董建春：可能会产生一些,...,李丁：厌烦心理。",董建春李丁相声《影视风云》台词
"杨树林：,我们去哈尔滨，好几百里路呢，你有家赶紧回家。,秦岚：,大哥，我也是闯关东的，一路上俺爹和俺娘都饿死了，我现在已经没有家了，你们带上我吧。,杨树林：,来，你先松开，大胖子，吃的拿出来。,胖子：,没吃的了，少东家。,杨树林：,这年头，你说没吃的谁能信。,胖子：,真没。,杨树林：,这啥，吃。,秦岚：,谢谢。,合：,少东家，我们饿多少天了，我们饿死了，最后一块。,杨树林：,都拿出来。,胖子：,真没了，东家。,杨树林：,这啥。,梁爽：,这不这些呢吗，快点快吃吃，给你。,杨树林：,胖那个样。,梁爽：,揣,兜。,杨树林：,行了，赶紧上路吧。什么意思，吃的也给你了，也把你救了，撒手吧。,胖子：,东家，你就带上人家呗，你看人那么点岁数，长得还带劲，关键是你不没成亲吗，是不是，多带劲。,合：,对，带着呗。,杨树林：,停，啥年头了，饭都吃不饱，还有闲心寻思别的吗，一块走吧。,胖子：,带不带劲就完了，走。,梁爽：,慢点推车。,解读：,一九一一年，宣统三年，杨树林与小岚正式结婚，两个人终于在哈尔滨，有了一个属于自己的家。,梁爽老公：,好吃好吃，味挺好。,高飞老公：,老板娘，来，算账。",杨树林秦岚小品《闯关东》台词剧本（跨界喜剧王）
"先感谢一下节目组，因为上次是另一个叫吐槽大会一样类型一样，是我们腾讯视频播了以后反响比较好，虽然我看起来又黑又胖，丑的跟猪一样，但是很多朋友说，,大家好，我是苏醒，今天,们同台,，我一样没有焦虑。",苏醒《脱口秀大会》台词（我要这焦虑有何用）
"尚大庆：,你拿着，拿着拿着，别再扔了，再扔我不客气啊，我告诉你啊。怎么回事你，你怎么回事？啊？拿着。,田翠：,就拿一张能怎么着啊？我三个月没开工资了，发一次扔一次。,尚大庆：,行行行，别来这个别来这个。,田翠：,真的，都跟你一样，你发了都给我扔出来了。留着也不占地方，上个月还被扣,尚大庆：,咋还扣,田翠：,出来的时候拿了,尚大庆：,你这人缺心眼，那不有垃圾桶吗？扔垃圾桶里全发出去了。,田翠：,不行。,尚大庆：,咋啦？啥毛病啊？,田翠：,大哥，别看。这样，你从我这个角度那边，就是那个穿红衣服那老太太。,尚大庆：,看见了。,田翠：,就她，她就是我们领导，这要给她抓到了我什么都没了。,尚大庆：,还有这事儿？再来一张。,田翠：,谢谢啊大哥，谢谢。,尚大庆：,过来过来。,田翠：,干嘛啊你不说你要的吗？要不到下个路口扔，那边不归我管，到下个路口扔。,尚大庆：,我不是这意思，你再给我来两张，来。,田翠：,谢谢大哥。,尚大庆：,再来两张。,田翠：,谢谢啊大哥。,尚大庆：,你都给我完了，快，拿来。,田翠：,不行，都给你我又得被扣钱。",尚大庆小品《路口》台词剧本
"卓凯：谢谢你，阿权。,黎瑞权：我的狗仔还是不明白，跟踪技巧是其次，最重要是了解目标人物。十几年老朋友，我知道你不会乱来。上级的命令，我怎么都要做做样子。,卓凯：你帮了我了，但是我连件遗物，想还给他家属都做不到。,黎瑞权：把玉给我。我和你都是他们的家人。,卓凯：他们是你跟我一起一手捡回来的。速龙，我记得他一开始的时候很惊慌，我们为什么会选他呢？,黎瑞权：当时你说一个人会怕，做事会小心点。,卓凯：那雀雀呢？她家里有钱，不用做卧底的。,黎瑞权：我说家里有钱好，没那么容易利欲熏心。,卓凯：我记得，番茄他嘴很馋，过不了体能，不过，他是冲锋队的车神。阿挛，本来打算去考警讯，我们看她长得漂亮，当时正好缺个女卧底接近大哥身边。,黎瑞权：阿凯，都过去了。,卓凯：还有,黎瑞权：够了，不要再想了。,卓凯：我不能不想，他们全都是我挑选过去的，结果一个都没回来，要不是我叫他们做卧底，结局就不会这样。",TVB港剧《使徒行者2》台词文本
"徐峥：,大家欢迎乘坐囧囧航空公司的航班，为了满足广大乘客的个性化需求，我们推出了跟其他航空公司完全不同的服务，我们的机票分成了两档，一档是五十万的豪华头等舱，还有一档是五块钱的贫穷普通舱。,伊一：,机长，对不起，对不起。,徐峥：,空姐。,伊一：,我来晚了。,徐峥：,介绍一下，这位就是我们的豪华头等舱的空姐。普通舱的空姐呢？,伊一：,你说我奶奶，她塞牙了，去医院看牙去了。,徐峥：,你奶奶不就一颗牙吗。,伊一：,她吃藕，套眼里了，对不起。,徐峥：,我早就跟她说，让她把那颗牙拔了，你看这不耽误事吗。,伊一：,对不起，对不起。,徐峥：,现在怎么办呢？,宋小宝：,（拖地）,徐峥：,（打电话）喂喂喂，地勤组，请注意，你们这边现在还有人吗？我这边缺少空姐，赶快给我空姐，是个女的就行，来自中文台词网，老太太也行，男的也行，我跟你说是个人就行，马上来了，好。,宋小宝：,来，抬脚，脚往里来，抬脚，抬脚。,徐峥：,你这就来了，我不是让他们派个人过来吗？,宋小宝：,我就是啊。,徐峥：,你是人吗？,宋小宝：,要不要我掏个人证给你看一看。,徐峥：,你了解飞机吗？,宋小宝：,我当然了解啊，飞机不加油不走道啊。,徐峥：,你真的很了解。,宋小宝：,是的。,徐峥：,好好好。,宋小宝：,腿往里来。,徐峥：,天呐，航班快来不及了。,广播：旅客朋友们，囧囧,宋小宝：,检票了，快点来，我拖地。,徐峥：,好，停，听我说，这三百块钱给你。,宋小宝：,谢谢。,徐峥：,你不用拖地了。,宋小宝：,干吗？,徐峥：,今天你干一把空少怎么样？可以吗？,宋小宝：,可以的，可以的。我特别开心，我好好干。,徐峥：,不用拖地了，空少是不用拖地的。,宋小宝：,空少不拖地。,徐峥：,你就服务好你的旅客就可以了，我跟你说一下，我们的航班分两种价位，一种价位是五块钱的旅客，还有一种价位是五十万的旅客，这位空姐就是专门服务头等舱的旅客的，你有任何不懂没有关系，她怎么做，你就怎么做。,宋小宝：,好好。,徐峥：,明白了吗？,宋小宝：,没有问题的，但是关键哪个是五十万，哪个是五块的乘客我是不知道的。,徐峥：,你就牢牢记住，先上飞机的就是五十万的头等舱的旅客，记住了吗？",徐峥宋小宝小品《囧囧航空》台词剧本完整版
"董成鹏：大家好，我是大鹏。我现在是有点紧张，所以谢谢刚才每一个为我鼓掌的你们鼓励我，谢谢你们。,我紧张是因为我并不觉得自己是一个很会说话的人，虽然我曾经主持了一档脱口秀节目，叫《大鹏嘚吧嘚》，我不知道在座的你们有没有看过那个节目，但事实上，我觉得我自己嘚吧的并不怎么样，你们看到的那个节目是录制好的，每次在录节目之前，我要花很长一段时间，先把稿子写好，来自中文台词网，然后我要花好长一段时间再把它背下来。在录的过程当中，可以反复的录，如果那一个语气或停顿不好，我们就停下来，一遍又一遍。,《大鹏嘚吧嘚》这个节目有一个公众账号，每一天晚上我会在微信里面发一段语音，那个语音最长可以发,60秒，我总是在第60秒把想说的全部都说完，特别的精准，时间久了，大家就很好奇，就说你是怎么做到的呢，每一次60秒快结束的时候，然后跟大家说晚安，其实也没有什么秘诀，我就是一遍又一遍的练习，反复的练，每天晚上，硬练到60秒，把想说的话说完。",大鹏：它让我始终清醒，鲜活《星空演讲》演讲稿台词
"王自健：,好的，谢谢大家，谢谢！欢迎回来六个核桃《今晚,生活在这个人世间，总是有很多让人不开心的事情，有些事情也没有办法，我有一个朋友前阵子发朋友圈，说最近脱发越来越严重了，求推荐什么防脱发的洗发水。我看到之后就想因为我一直有脱发的问题，然后我也一直在用脱发洗发水，刚好我海外代购了一些，我说等寄到了以后，然后我就给他送几瓶过去，过了几天我这边寄到了，我就给他发微信说防脱发洗发水，中文台词网，你还要不要了？他说现在不用了，我说这么快脱发的问题就解决了吗？他说倒不是，只是现在不用洗发水了。,很多年轻人的烦恼来自于恋情是吧，尤其是那种跟人家表白被人家拒绝了，自己就非常难受，朋友们都会劝你没关系，这就是一段恋情，结束了之后还会碰到，他就总会认为再也碰不到，像她那样的人了是吧。在这里告诉你们，不是这样的。生活还很长，以后你会碰到千千万万的人，不要拘泥于这一个拒绝你的人身上对吧。再说了像这个人这样的，你喜欢人家，人家又不喜欢你的人，你还能碰到很多很多。",王自健《今晚80后脱口秀》20170511期台词（主题：没什么大不了）
"孙海洋：,她说她为了相亲她打车来的，走到一半堵车了，又坐的地铁，后来饿了上火锅店吃的火锅，吃了八盘肥牛，三盘水晶粉，一盘茼蒿，两盘海带，又一盘厚百叶，喝了三瓶矿泉水。,庄勇：,（摊手）那这啥意思呢？,孙海洋：,没吃饱嘛。,庄勇：,大哥，她就一个,孙海洋：,我翻译的是上一句。那个，狗剩妹子，初次见面咱就别用英语交流了，他听不懂，我还跟他解释，费劲，坐下聊，坐下聊。中文台词网初次见面，你俩先聊，先聊。,庄勇：,（笑）,孙海洋：,说话呀，你这完蛋的玩意，（给庄勇梳头）自信呐。,庄勇：,你好，我叫宫喜，你真漂亮。,邵文溢：,谢谢。,庄勇：,我就喜欢笑起来会发光的女孩儿。,孙海洋：,你可拉倒吧，一笑会发光，那是如来，你净扯那没用的，啥玩意，整点正经的。,庄勇：,开玩笑。,孙海洋：,开玩笑。,庄勇：,文溢，像你这样的女孩，业余爱好一定不少吧？,邵文溢：,也还好，我平时呢就喜欢看看书，听听音乐，还有旅游旅游。,庄勇：,你喜欢旅游啊？,邵文溢：,是啊。,庄勇：,我也特别喜欢旅游。,邵文溢：,是吗？,庄勇：,我特别喜欢去海边。,孙海洋：,（猛的站起来）一提到海边，我想起来了，我第一次去大海，宫老弟带我去的，去厦门那个那个波浪鼓嘛。,邵文溢：,波浪鼓？,庄勇：,不是，鼓浪屿，哥。,孙海洋：,哎呀，不管下什么雨，咱就说大海，宫老弟是真喜欢大海呀，一到大海他兴奋呐，触景生情，看见啥能唱啥。,庄勇：,必须感性。,孙海洋：,看到天，张嘴就唱。（唱）,庄勇：,哥，你能不能夸夸我？夸夸我呀。,孙海洋：,唱歌都不是他的强项，游泳游得才好呢。,邵文溢：,是吗？,孙海洋：,速度啊。一个猛子人进去，泳裤飘上来了。他前面游五圈啊，那泳裤搁后面追三圈，没追上，后来裤衩子游丢了，到处没找着。",小品《尴尬的相亲》台词（自信哥孙海洋）
,
,
,
,
"蔡明：,这家穿的毛乎乎的，原来见过大脸猫，今天看见大长脸猫了。,于洋：,这阿姨真能开玩笑。,蔡明：,赶紧看看车上丢没丢东西？赶紧看看。,于洋：,你这看四个点了能丢啥？,蔡明：,看。,于洋：,这车轱辘不在这呢嘛，方向盘也在这呢，还有可爱的小招财猫也在这呢，还有瓶酒，这不在这呢嘛。,蔡明：,啊？你说我这酒啊？,于洋：,啊。,蔡明：,老贵了，七百呀。,于洋：,这阿姨，还挺懂行情，谢谢阿姨啊。,蔡明：,哎，哎哎哎。,于洋：,干嘛。,蔡明：,这可不能给你这个。,于洋：,为什么呀？,蔡明：,这是我的。,于洋：,竟闹，明明我看你，从我副驾驶出来的时候，抱了一瓶酒吗？,蔡明：,是，这个呀，是打算给我老伴的。,于洋：,你给你老伴，你是不是也得经过我同意？,蔡明：,啊？,于洋：,你别闹了阿姨，我这着急有事呢，乖啊。,蔡明：,说什么玩意儿呢，这是？哎呀，哎呀，这可不好使，哎呀，呀呀呀呀。,于洋：,哎呀，我说阿姨，哎呀，你这这，干嘛呢这？哎，哎呀，王总啊，是我刚才跟赵总通过电话了，是，咱们见面就签合同，我也着急呢，好了，好了啊，一会儿见面说，好了，好了，哎，哎呀。大娘啊，看了四个小时车，要瓶酒很正常，大冷天的，给她吧，是不是。,蔡明：,哎，等会儿。,于洋：,又咋地了？,蔡明：,看车费十五。,于洋：,不，怎么拿了酒了，你还要钱呢？,蔡明：,要钱，我在这给你看了四个点，快冻死，快要命了。十五吧，我没多要。二十，不是，我都交班了，没有零钱，你有正好的没？,于洋：,哈哈，明白了，明白了，那五块钱我不要了啊，阿姨，是不像你这么大岁数，你在这看车特别累吧？,蔡明：,是是是。,于洋：,但是拿了别人瓶酒啊，你还管别人要钱，你这事做得不讲究。哎呀，这人呢，现在呀，我跟你说，你看，看着没，要完钱就走了。呀。,蔡明：,你喊什么玩意儿？吓死我了你。,于洋：,你吓死我了。,蔡明：,这瓶酒真的是我自己买的，给我老伴过生日的啊，七百块钱我半个月工资呢。,于洋：,你说这老太太编故事编的挺像，怎么能是你的酒，他这酒，哎呀。,蔡明：,真的是我的。,于洋：,来来来，过来过来。阿姨，来来来，咱让事实说话啊，你看啊，来，哎呀。你借我一下，行不行？,蔡明：,行。,于洋：,撒开呀。哎呀，这个啊，你看啊，原来我副驾驶上啊放了瓶酒。,蔡明：,嗯。,于洋：,然后呢？,蔡明：,然后我就挺冷的。,于洋：,嗯。,蔡明：,然后我说我就背背风。,于洋：,嗯。,蔡明：,我就钻车里头了，然后呢，你就回来了，然后我就出来了。",蔡明小品《看车》台词剧本
,
"赵世林：,你好。,李晶晶：,这位就是吃错药先生。,甄奇：,怎么还吃错药？,李晶晶：,不是，迟先生，您赶紧跟他好好介绍介绍，祝你们合作愉快，拜拜。,甄奇：,胡总，您好您好。,赵世林：,您好。你是一表人才啊。,甄奇：,谢谢胡总。,赵世林：,请坐请坐，看你的样子，哪像,甄奇：,对，我,赵世林：,不是，你这网上报了名。,甄奇：,网上报名写着,赵世林：,我们这电脑中了病毒，迟先生，这样您这个心理价位是什么样？,甄奇：,怎么还价位啊？,赵世林：,不是，您这个是心里边的那个，那一位要什么样的？,甄奇：,其实吧，我这要求也不是特别高，只要是皮肤白点就成。,赵世林：,有眼力，白，我们这资料还真有一个白的。,甄奇：,真有？,赵世林：,白富美啊。,甄奇：,太好了。,赵世林：,我们这有她的相片。,甄奇：,还有照片？,赵世林：,你看看，你看满意吗？绝对满意。（胖女孩）,甄奇：,我的天，这也太胖了。,赵世林：,你看你看，她不重。,甄奇：,这跟大白馒头似的这个。,赵世林：,才,甄奇：,赵世林：,怎么样，就她了吧。,甄奇：,不要不要，这不行。",小品《光棍的春天》台词剧本
,
,
,
,
,
,
,
"孙艺洲,：没事，有人比你更惨呢。,白衣服男,：是，这就来了一个。,灰衣服男,：老板，能坐吗？,孙艺洲,：能。,灰衣服男,：砖拿一下。,孙艺洲,：拿走。吃什么。,灰衣服男,：来碗面。,孙艺洲,：面？好。,白衣服男,：不容易呀，刚来北京啊。,灰衣服男,：这不是正为住的地方发愁呢。,白衣服男,：都这样，慢慢就好了。会喝酒吗？,灰衣服男,：会一点。,白衣服男,：老板给他来瓶酒。没事没事，我请。,灰衣服男,：那谢谢你啊。,白衣服男,：你别谢谢我，我得谢谢你。我跟你说，我今天工作刚被辞，心里老难受了。但是看见你之后，生活充满了希望。,灰衣服男,：都有希望，都有希望。喂，小张啊，钱啥时候到账啊？你这弄啥嘞，那五百万赶紧给我打过来呀，我跟你说我得付定金呢你知道不？一周之内，那剩下的三千万马上到账，不然你就别干了。你说你能干点啥？我不跟你说了，旁边有一个没有工作的小伙子。请我喝酒呢。对对对，我那个莱斯莱斯你给我提了没有？啥？还没提？那两百万你赶紧给他呀，你磨叽啥，二百万。我旁边小伙子快不行了，我不跟你说了。你这咋了，快快。,白衣服男,：哥，你说二百万五百万的是欢乐豆吧。",孙艺洲小品《午夜排挡》台词剧本——跨界喜剧王20170729
"岳云鹏：,你们还没有走吗？,孙越：,今儿周末。,岳云鹏：,都十点了。,孙越：,乐什么呢？笑什么呢，那边。白走啊。我要来的。,岳云鹏：,孙老师可能在这儿输钱了，可能是。,孙越：,多少？,岳云鹏：,12万，这姑娘说12万。你这样，你把6万块钱现金拍在这儿，我，怎么都行。,孙越：,给你打个折，行吗，,6万，不少了。,岳云鹏：,谢谢大家，谢谢。刚才刘鹤春，史爱东，史爱东不是外人。,孙越：,不是外人。,岳云鹏：,是我之前的一个搭档。,孙越：,对。,岳云鹏：,现在因为岁数大了，很多词记不住了，然后呢。,孙越：,用人用得费。,岳云鹏：,对，我跟史爱东合作了好几年。,孙越：,不少。,岳云鹏：,那是我特别好的一个搭档。,孙越：,最好的年景。,岳云鹏：,后来有一段时间，家里出了点事情，他就请了一段时间假。,孙越：,对。,岳云鹏：,我不能单着呀，我就从动物园把他给弄出来了，我们俩,...,孙越：,你等会儿等会儿，什么从动物园弄出来了。,岳云鹏：,你是不是从动物园出来的？,孙越：,我自己辞职出来的，不是你给我弄出来的。,岳云鹏：,辞职，动物园养大象，很多朋友说孙老师到底是不是养大象的，我跟您说实话，真的是养大象的。,孙越：,是是是。,岳云鹏：,养了十年。,孙越：,十年多点。,岳云鹏：,他媳妇儿也是，也是动物园的一个工作人员，养甄嬛的，还是养什么。,孙越：,甄嬛，朱鹮。,（未完）, ",岳云鹏孙越《学歌曲》相声台词
,小品《最强天团之间谍》台词剧本——表演：何欢 卜钰 大壮 张泰维
"郭冬临：这谁呀？谁撇的鞋？,黄杨：大哥，大哥，是我。,郭冬临：你这怎么站在马路上撇鞋呢？,黄杨：那我撇石头不把你车玻璃砸坏了吗？,郭冬临：你还有理了，你这撇鞋干啥呀？,黄杨：截车。,郭冬临：就你一个人呀？,黄杨：就我一个人啊！,郭冬临：就你一个人，光天化日之下你那小样儿，敢劫车，我告诉你，我这车，上面有行李，有钱，你都拿走吧（跪下），给我留条命就行啊！,黄杨：大哥，你误会了。我吧，是这样的，我把脚给崴了，我打不着车，我截辆车送我回家。,郭冬临：是这个截，不是这个劫啊？你早说呀！我这一身武艺，把你打出个好歹怎么整。扶我起来。,黄杨：哎。,郭冬临：哎呀。,黄杨：谢谢啊！,郭冬临：你先等会儿，等会儿。我有事，你找别的车吧！,黄杨：大哥，我在这都站了一个多小时了，你就拉我呗！,郭冬临：是我有事，我跟你说，我也是刚从外地回来，我也回家，我看电视呢！,黄杨：大哥，天这么冷，就我一个人，天这么黑。,郭冬临：你别这么墨迹，我跟你说啊，上车。,黄杨：哎。大哥你知道我的脚咋崴的不？,郭冬临：怎么地？,黄杨：就因为这双鞋，好看不，打折的，限量版，把脚给崴了。,郭冬临：哎呀哎呀。,黄杨：我先放进去。,郭冬临：你赶紧的，我跟你说还有那棍儿，赶紧拿着，你待会儿，咱们停在马路当间，警察要是看见咱就完蛋了。",郭冬临黄杨小品《一路平安》台词剧本
"岳云鹏：,谢谢，感谢大家的热情掌声，谢谢，我感受到了你们的热情，这是我们第一次来到这个城市。,孙越：,对。,岳云鹏：,叫做布里斯班。,孙越：,嗯。,岳云鹏：,是布里斯班还是布里斯本，都行啊！,孙越：,布里斯班吧！,岳云鹏：,布里斯班，这是我们第一次来这个城市。,孙越：,对。,岳云鹏：,给我的感觉非常的好。,孙越：,现代化。,岳云鹏：,一直在下雨。,孙越：,因为今儿刚到。,岳云鹏：,挺好的一个城市，大家生活在这里，应该是环境非常好。,孙越：,幸福指数好。,岳云鹏：,挺好的，我们来这儿演出，这是第一次。,孙越：,头一回。,岳云鹏：,刚才那个靳鹤岚，还有李根，已经给您说了一段。,孙越：,李云天。,岳云鹏：,这场又把我们哥俩换上来了。,孙越：,我们俩。,岳云鹏：,虽然是第一次，但是我不紧张，不紧张。,孙越：,但是挺激动。,岳云鹏：,特别激动。,孙越：,那倒是。,岳云鹏：,我不知道有没有认识我的，有没有？,观众：,有。,岳云鹏：,有不认识我的吗？,孙越：,对。,观众：,有。,孙越：,不认识买票干嘛来了？,岳云鹏：,对啊，还有不认识的。先做一个自我介绍吧，我叫岳云鹏，是我们德云社的一名小学生。,孙越：,小演员。,岳云鹏：,沉痛的介绍一下我,孙越：,您等会，我得死这我得，什么叫沉痛的？,岳云鹏：,措辞不当，就是,孙越：,甭加这词了，就是。,岳云鹏：,隆重。,孙越：,也甭隆重。,岳云鹏：,就重。,孙越：,把隆去了。,岳云鹏：,这位老师孙越。,孙越：,是我呀！,岳云鹏：,孙老师，说的特别好。,孙越：,谢谢您了。",岳云鹏孙越《拴娃娃》台词——岳云鹏相声专场布里斯本
"双击,哈哈,嘿嘿",宋小宝程野小品《烤串》台词剧本
"金菲：感谢大家如此热烈的掌声啊！,陈曦：谢谢您。,金菲：当然了，再热烈一点那就更好了。大伙这热烈的掌声啊，我认为不是献给我的。,陈曦：什么意思？,金菲：献给我的搭档。,陈曦：瞎说。,金菲：陈曦老师。,陈曦：别叫老师。,金菲：相声大伙都知道，说学逗唱四门功课。,陈曦：对。,金菲：但话说回来呀，四门都占全了可不容易。,陈曦：基本上没有。,金菲：陈曦老师，为数不多的，可以说后台畜类,拔萃的相声演员。,陈曦：你这句话拐弯拐的很突然啊！,金菲：不是，刚才痰堵门了。,陈曦：痰堵门了？,金菲：优秀。,陈曦：出类拔萃。,金菲：样样精通。就说这唱吧。,陈曦：唱。,金菲：一般人唱不了，陈曦老师什么都会唱。甭管传统的，现代的。,陈曦：我喜欢。,金菲：唱个戏曲，,个大鼓。,陈曦：,neng,个大鼓？,（未完）, ",金菲陈曦《新旧叫卖声》相声台词
,孟鹤堂周九良《快乐生活》相声台词
"我的东西呢？,钱呢？你们这些混蛋。,我说了，把它给我。,对讲机：四十六楼，男厕的玻璃碎了，你们马上去看看。,保安：收到。,卷发男：喂，什么事啊，我不认识你们，放手啊！喂，站住。,大楼管理人员：先生，什么事啊？,卷发男：正好，无缘无故推我，我不认识他。,大楼管理人员：喂，你们先别走啊！,卷发男：什么意思啊？,庄有杰：趴下。大家不用怕，我是警察，有没有人受伤，保安，叫救护车报警。婆婆，你没事吧？,婆婆：没,没事。,庄有杰：麻烦你。,电视：特别新闻报道，尖沙咀一个商场，晚上发生枪击事件，有消息指，几名外籍人士和一名休班警员发生枪战，在商场天台，还发现一具外籍人士的尸体，死者死因奇特，有待验尸，现场还留有不明粉末，初步怀疑是化学物质，警方已封锁现场，作进一步调查。,警察：麻烦靠后一点，别妨碍警察，别看了。,现场勘验警员：初步怀疑，死者是吸入了过量有炭疽病毒的粉末而致死，我们已经检查过尸体的附近，没有任何炭疽粉末，是安全的。不过以防万一，你还是戴上防毒面具和手套，再看尸体吧！,：,OK,，谢谢你。,庄有杰：,，这件案子由你负责啊。对了，我是,SDU,的庄有杰，你叫我,Alfred,就行了。,：死者身上可能还有炭疽病毒，我建议你戴上防毒面具再说。,庄有杰：刚才我跟疑匪交火，他们总共有三个人，手法很凶残。,：不要意思，我不是负责这件案子的,Madam,，我是,ATF,的情报分析员，钟日嘉。,庄有杰：,，就是反恐。,：对。,陈志明：这件案子是我负责的，,陈志明。小姐，你在这干什么？这件案子跟你们,ATF,无关。,：不好意思,sir,，我刚在新闻里看见这件案子跟化学物质有关，和我们收到的情报比较吻合，我怀疑是恐怖分子干的，所以我来收集第一手资料。,陈志明：我也想有第一手资料。你就录完口供，你就检查完尸体，谢谢两位了，我们还有很多事要做，你们可以走了，别妨碍我们做事。,：,sir,，因为这个资料对我们很重要，所以我要留下，进一步了解。,陈志明：你做事守守规矩，行不行？你要线索吗，,，明天去我们部门申请。,：,sir,，你听我说。,敖,：我看不用了。,：敖,sir,。,敖,：我是,ATF,沈志敖，我和上头联络过，这件案子正式由我接手。,陈志明：是，长官。,（未完）,注：本文来自《中文台词网》逐字整理，如有错误请指正。如需台词Word完整版整理，",TVB电视剧《叛逃》第1集台词
"公元前,年，项少龙降落前,5,分钟,项少龙：那我告诉你，我其实是公元,也就是你们的两千年之后呢来到这个地方，我这么说你信不信？,注：本文来自《中文台词网》逐字整理，如有错误请指正。如需台词Word完整版整理，",古天乐电视剧《寻秦记》中文台词文本
